Standing screen display size,Screen Resolution,Max Screen Resolution,Brand,Item model number,Item Weight,Unit,Item Weight in Kg,Length(In),Width(In),Height(In),Item Dimensions  LxWxH,Color,Manufacturer,ASIN,Country of Origin,Date First Available,Price,Series,Is Discontinued By Manufacturer,Voltage,RAM,Processor Count,Computer Memory Type,Department,Customer Reviews,Power Source,Package Dimensions,Best Sellers Rank,Assembled Height,Assembled Length,Assembled Width,Style,Material,Number of Lights,Special Features,Shade Material,Switch Style,Switch Installation Type,Batteries Included?,Batteries Required?,Type of Bulb,Luminous Flux,Wattage,Processor,Memory Speed,Hard Drive,Graphics Coprocessor,Chipset Brand,Graphics Card Ram Size,Wireless Type,Hardware Platform,Operating System,Rear Webcam Resolution,Processor Brand,Flash Memory Size,Hard Drive Interface,Number of USB 2.0 Ports,Number of USB 3.0 Ports,Batteries,Material Type,Size,Manufacturer Part Number,Average Battery Life (in hours),Language,Number of Items,Other display features,Colour,Card Description,Hard Drive Rotational Speed,National Stock Number,Ink Color,Brand Name,Color Name,Device interface - primary,Included Components,Total Recycled Content Percentage,Post-Consumer Recycled Content Percentage,Part Number,Item Package Quantity,Battery Cell Type,Display Type,Warranty,Optical Drive Type,Scanner Resolution,Connectivity technologies,Domestic Shipping,International Shipping,Display Style,Usage,Warranty Description
17.1 Inches,,,AU Optronics,BT156GW01 V.4-69081-LCD,8,ounces,0.16,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,AU OPTRONICS,B003TP2S6C,,6-May-11,$64.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12,ounces,0.24,15.35,16.54,12.72,,,The Perfect Dust Cover LLC,B08BXF7M5M,,,$23.99 ,,,,,,,,,,,7-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10.2,ounces,0.204,5.12,2.17,0.67,,,TreasLin,B07P5LTGR4,,,$89.99 ,,,,,,,,5-May-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,7inch HDMI LCD -1,0.352,ounces,0.00704,,,,,,Waveshare,B07HRMWPBQ,,,$73.99 ,,,,,,,,No,,8.2 x 5.9 x 2 inches,28-Sep-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DFR0650,0.148,ounces,0.00296,,,,,,DFROBOT,B087PCKMWB,,,$19.50 ,,,,,,,,26-Apr-20,,2.48 x 2.28 x 1.06 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.34,pounds,0.603,,,,,,cntorich,B07YF98LDJ,,,$32.99 ,,,,,,,,26-Sep-19,,14.92 x 5.87 x 1.81 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,ITNRSIIET,Pink Marble,2.46,ounces,0.0492,7.87,7.87,0.12,7.87 x 7.87 x 0.12 inches,Pink Marble,ITNRSIIET,B07ZSYNSSG,,30-Oct-19,$6.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,,,LED-1366-768-G-40-15.6-EE9253,8,ounces,0.16,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,Generic,B0062HW7V0,,2-Nov-11,$75.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,ounces,0.16,,,,,,ORIGINAL,B07Z63N31C,,5-Jan-18,$185.00 ,,No,,,,,,,,8 x 5.6 x 1.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.1,ounces,0.082,,,,,,ORIGINAL,B08DCH2Y4T,,,$70.00 ,,5-Jan-18,,,,,,,,7.87 x 5.63 x 1.57 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DFR0524,5.9,ounces,0.118,,,,,,DFROBOT,B07VSP4WH4,,,$124.00 ,,,,,,,,29-Jul-19,,3.94 x 2.76 x 0.79 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8541635061,3.63,ounces,0.0726,,,,,,LCDBOARD,B07BSFDWLK,,,$25.99 ,,,,,,,,No,,5.94 x 4.06 x 1.1 inches,27-Jul-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.986,ounces,0.01972,,,,,,BFab,B095K4GV5P,China,,$20.19 ,,,,,,,,,,3.23 x 2.05 x 0.98 inches,21-May-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.38,ounces,0.0676,,,,,,,B092J259MB,,VSDISPLAY,$23.99 ,,,,,,,,,,5.79 x 4.06 x 1.02 inches,14-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3 Inches,1440 x 900,1440 x 900,LG,LED-1600-900-G-40-17.3-E7511,1,pounds,0.45,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,LG Philips,B003F6KA7Y,,27-Sep-12,$93.42 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.7,ounces,0.174,,,,,,GoldenMorning,B083KC997M,China,,$36.80 ,,,,,,,,,,6.06 x 6.02 x 2.01 inches,7-Jan-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6 Inches,,,Dicota,N281345,0.847,ounces,0.01694,9.04,23.18,16.63,9.04 x 23.18 x 16.63 inches,Noir,Dicota,B0199NG98U,,31-Aug-16,$51.49 ,VX2457-MHD,No,240 Volts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 Inches,,,ORIGINAL,,9.2,ounces,0.184,,,,,,ORIGINAL,B07Q3PVJRZ,,5-Jan-18,$150.00 ,,No,,,,,,,,7.95 x 5.47 x 1.77 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,UGREEN,30767,7,ounces,0.14,4.13,2.09,0.63,4.13 x 2.09 x 0.63 inches,,Ugreen Group Limited,B01MXXQKGM,,31-Mar-17,$19.99 ,,No,5 Volts,,,72-Pin EDO SIMM Memory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mac os x, Linux, Windows xp, Chrome os, Windows vista, Windows 10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.76,ounces,0.0352,,,,,,LightPro,B08YRMYH3K,,,$26.99 ,,,,,,,,,,10.16 x 7.64 x 1.93 inches,14-Oct-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.1 Inches,,,AU Optronics,BT156GW01 V.4-69081-LCD,8,ounces,0.16,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,AU OPTRONICS,B003TP2S6C,,6-May-11,$62.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Inches,,,Dell,KJ262,8,ounces,0.16,12,8,1.5,12 x 8 x 1.5 inches,,Dell Computers,B005L8VEW4,,15-Nov-11,$57.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.2,ounces,0.084,,,,,,EBESTPANEL,B07KPZ81QJ,,,$75.00 ,,22-May-18,,,,,,,,8.11 x 5.47 x 1.61 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 Inches,,,Xantrex,FBA_808-9002,6.4,ounces,0.128,6,4,2,6 x 4 x 2 inches,,Xantrex,B00E1R7Z4C,,19-Jul-13,$24.19 ,FBA_808-9002,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.49,pounds,1.5705,,,,,,VSDISPLAY,B08SQPB4FR,,,$85.99 ,,,,,,,,12-Jan-21,,11.42 x 7.48 x 1.97 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,2.9inch e-Pape Display Module (B),1.76,ounces,0.0352,,,,,,Bicool,B08JZDBXMH,China,,$22.99 ,,,,,,,,24-Sep-20,,2.76 x 1.97 x 0.87 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.39,ounces,0.0478,,,,,,LCDBOARD,B078ML5N61,,,$26.99 ,,24-Feb-17,,,,,,,,5.8 x 4.1 x 1.1 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,,LG,LED-1366-768-G-40-15.6-9,8,ounces,0.16,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,LG PHILIPS,B0047OOSZS,,6-May-11,$75.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8541634866,3.98,ounces,0.0796,,,,,,LCDBOARD,B06XHWJFWC,,,$23.18 ,,,,,,,,No,,5.7 x 4 x 1.2 inches,10-Mar-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11.2,ounces,0.224,,,,,,Generic,B07D9BD76M,,,$48.02 ,,,,,,,,No,,17.7 x 11.7 x 1.8 inches,24-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.54,pounds,0.693,172.44,50.79,16.14,,,iClever,B07VPMTWMC,,,$32.99 ,,,,,,,,19-Sep-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 Lithium ion batteries required. (included),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,1CAT6E-BLUE-24PK,11.5,ounces,0.23,2,6.5,7.5,,,,B00XIFMQ2Y,,China,$31.99 ,,GoDirectInc.com,,,,,,No,,,11-May-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.41,ounces,0.0282,3.15,2.76,2.36,,,YWBL-WH,B07T73GW6D,,,$18.39 ,,,,,,,,,,,17-Jun-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.32,ounces,0.0464,,,,,,,B091THF3VZ,,VSDISPLAY,$25.99 ,,,,,,,,,,5.79 x 4.06 x 1.1 inches,6-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11.4,ounces,0.228,7.33,4.15,0.6,,,STONE,B07CG917PR,,,$107.00 ,,,,,,,,No,,,17-Apr-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,WALLMOUNTH2,2.2,pounds,0.99,5.9,19.7,3.5,,,,B00008KJ2A,China,,$25.99 ,,No,,,,,,13-Feb-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,StarTech,Black,,,,,,,,,,,,,,,,,
,,,,,11.3,ounces,0.226,,,,,,VSDISPLAY,B07W2XK6MY,,,$69.00 ,,,,,,,,2-Aug-19,,9.06 x 6.14 x 1.65 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,0.282,ounces,0.00564,2.36,1.57,0.39,,,,B08H82VZ28,,143,$9.09 ,,,,,,,,,,,2-Sep-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8.06248E+12,8,ounces,0.16,15.75,0.36,1,,,hp,B004TSE00K,,,$77.20 ,,,,,,,,9-Apr-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.98,ounces,0.0796,,,,,,GeeekPi,B07S7PJYM6,,,$10.99 ,,,,,,,,26-May-19,,4.7 x 3.1 x 1.6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.55,pounds,0.6975,28,51.3,22,,,The Perfect Dust Cover LLC,B084TD6JYJ,,,$69.99 ,,,,,,,,,,,7-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Inches,,1920 x 1080,Unknown,C434TADS588T,5.54,pounds,2.493,,,,,,ASUS - RETAIL,B07QW3JF9V,,15-May-19,$730.75 ,C434TA-DS588T,,,,1,Unknown,,,Battery Powered,18.7 x 11.6 x 2.5 inches,,,,,,,,,,,,,,,,,8032,3.9 GHz,emmc,,Intel,,802.11ac,,Chrome OS,,Intel,128,Solid State,1,1,,,,,,,,,,Integrated,1 RPM,,,,,,,,,,,,,,No Optical Drive,,,,,,,
,,,,5inch HDMI Capacitive LCD (H),9.6,ounces,0.192,,,,,,Bicool,B08KZZQG26,China,,$54.00 ,,,,,,,,10-Oct-20,,6.26 x 4.25 x 1.85 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.32,pounds,0.594,,,,,,,B0876Z1K71,,,$68.98 ,,,,,,,,Wireless,,7.4 x 4.1 x 1.1 inches,UXGA Wide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shenzhenshi derui maoyi youxiangongsi,,,,,,,,,,,,,,,,,,8-Apr-20,,,,,,
,,,,,,,0,,,,,,,,,,$24.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,LS029B3SX02,1.6,ounces,0.032,,,,,,EBESTPANEL,B08XLZVMZN,,,$48.00 ,,1-Aug-18,,,,,,,,7.8 x 5.6 x 2.1 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.58,ounces,0.0316,,,,,,VSDISPLAY,B07JCQCQH6,,,$26.99 ,,,,,,,,No,,5.6 x 3.9 x 1.1 inches,19-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,WXGA HD 1366x768,,HP,LED-1366-768-G-40-15.6-43,11.2,ounces,0.224,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,hp,B004PKS2L0,,25-Feb-11,$64.27 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.5,pounds,0.675,,,,,,ORIGINAL,B08111VDC6,,,$180.00 ,,5-Jan-18,,,,,,,,12.8 x 9 x 2.3 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.5 Inches,,,Wendry,,2.11,ounces,0.0422,4.33,3.15,0.98,4.33 x 3.15 x 0.98 inches,Default,Wendry,B07YX62TC5,,9-Oct-19,$25.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,,Dell,LED-1366-768-G-40-15.6,8,ounces,0.16,14.1,0.32,1,14.1 x 0.32 x 1 inches,,Dell Computers,B007QEE1XU,,28-Jan-12,$46.88 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,EBESTPANEL,B095HH4T6Z,,22-May-18,$80.00 ,,No,,,,,,,,12.6 x 9.06 x 2.36 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,Generic,B07D994K22,,,$48.02 ,,,,,,,,No,,17.7 x 11.7 x 1.7 inches,25-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,Generic,B07D994K22,,,$48.02 ,,,,,,,,No,,17.7 x 11.7 x 1.7 inches,25-May-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.3,ounces,0.106,,,,,,VSDISPLAY,B01NAKS4UW,,,$24.99 ,,,,,,,,No,,5.6 x 4 x 1.2 inches,19-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8,ounces,0.16,,,,,,ORIGINAL,B0814MKTFN,,,$149.00 ,,5-Jan-18,,,,,,,,8 x 5.6 x 1.6 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2.39,ounces,0.0478,,,,,,VSDISPLAY,B07R4W8H6K,,,$39.99 ,,,,,,,,24-Apr-19,,5.83 x 4.02 x 1.22 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8541635258,4.6,ounces,0.092,,,,,,LCDBOARD,B07M9Y2YPM,,,$27.99 ,,,,,,,,No,,6.02 x 4.02 x 1.18 inches,24-Feb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,DFR0550,0.705,ounces,0.0141,,,,,,DFROBOT,B08JGGG6K3,,,$48.50 ,,,,,,,,18-Sep-20,,4.72 x 3.15 x 0.79 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,8541673659,0.35,ounces,0.007,2.3,0.6,1.1,,,FUERAN,B071NZ86VR,,,$19.99 ,,,,,,,,No,,,15-May-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,10.4,ounces,0.208,,,,,,EBESTPANEL,B07WFYYPJW,,,$140.00 ,,1-Aug-18,,,,,,,,8.07 x 5.55 x 1.69 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Tripp Lite,N235-001-SH,0.528,ounces,0.01056,0.5,3.2,3.9,0.5 x 3.2 x 3.9 inches,Silver,TRIPP LITE,B0081R1Q8Y,Taiwan,12-May-12,$14.26 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,English,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,4.8,ounces,0.096,,,,,,LCDBOARD,B07MVV1MR4,,,$29.88 ,,,,,,,,No,,5.6 x 3.9 x 1 inches,24-Feb-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.75,pounds,1.6875,,,,,,,B092DHWGNM,,VSDISPLAY,$95.00 ,,,,,,,,,,16.18 x 11.54 x 2.32 inches,13-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.3,ounces,0.106,,,,,,VSDISPLAY,B01NAKS4UW,,,$24.99 ,,,,,,,,No,,5.6 x 4 x 1.2 inches,19-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11.2,ounces,0.224,,,,,,Generic,B07DH7Q1BY,,,$90.00 ,,,,,,,,2-Jun-18,,16.9 x 8.5 x 0.7 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.3,pounds,0.585,,,,,,EBESTPANEL,B08CH99LQS,,,$185.00 ,,1-Aug-18,,,,,,,,12.5 x 9 x 2.3 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.58,ounces,0.0316,,,,,,VSDISPLAY,B07JCQCQH6,,,$26.99 ,,,,,,,,No,,5.6 x 3.9 x 1.1 inches,19-Dec-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Inches,,1920 x 1080,Unknown,C434TADS588T,5.54,pounds,2.493,,,,,,ASUS - RETAIL,B07QW3JF9V,,15-May-19,$730.75 ,C434TA-DS588T,,,,1,Unknown,,,Battery Powered,18.7 x 11.6 x 2.5 inches,,,,,,,,,,,,,,,,,8032,3.9 GHz,emmc,,Intel,,802.11ac,,Chrome OS,,Intel,128,Solid State,1,1,,,,,,,,,,Integrated,1 RPM,,,,,,,,,,,,,,No Optical Drive,,,,,,,
,,,,,8.8,ounces,0.176,,,,,,Generic,B07D9BRV69,,,$48.02 ,,,,,,,,25-May-18,,17.7 x 12.1 x 1.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9,ounces,0.18,,,,,,EBESTPANEL,B07WDW1MGC,,,$160.00 ,,1-Aug-18,,,,,,,,8.07 x 5.63 x 1.69 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11.2,ounces,0.224,,,,,,Generic,B07D99JCP3,,,$44.90 ,,,,,,,,25-May-18,,17.6 x 11.9 x 1.5 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.3,pounds,0.585,,,,,,EBESTPANEL,B0834L21T2,,,$260.00 ,,1-Aug-18,,,,,,,,12.6 x 9 x 2.4 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.3 Inches,WXGA++ 1600x900,,Dell,LED-1600-900-G-40-17.3-2,11.2,ounces,0.224,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,ViewoneTech,B004KT7XY8,,25-Jan-11,$85.08 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.1,pounds,0.495,,,,,,Original,B07QLW634S,,,$245.00 ,,8-May-16,,,,,,,,12.83 x 9.25 x 2.48 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 Inches,,,ARKON,TAB-FSM,1,pounds,0.45,14,8,2,14 x 8 x 2 inches,Other,Arkon,B00585CLSQ,China,31-Aug-11,$34.95 ,Tablet Seat Bolt/floor Mount,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1.28,pounds,0.576,,,,,,Fullcom,B07W532W3X,,,$124.59 ,,,,,,,,No,,17.64 x 12.05 x 1.77 inches,7-Nov-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9.6,ounces,0.192,,,,,,EBESTPANEL,B07ZV48NG8,,,$50.00 ,,1-Aug-18,,,,,,,,7.8 x 5.5 x 1.6 inches,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.5,ounces,0.11,0.39,0.39,0.39,,,Zopsc-1,B093T7SXHL,,,$50.29 ,,,,,,,,,,,29-Apr-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,5.7,ounces,0.114,15.35,16.54,12.72,,,The Perfect Dust Cover LLC,B0857J425S,,,$23.99 ,,,,,,,,7-Oct-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,8.2,ounces,0.164,,,,,,EBESTPANEL,B07W4YLQ5F,,1-Aug-18,$650.00 ,,No,,,,,,,,8.15 x 5.55 x 1.65 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,3.53,ounces,0.0706,,,,,,,B074DSZ4M9,,,$37.69 ,,Black,,,,,,No,,11.1 x 7.99 x 1.14 inches,Wireless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VEKIR,30-Jul-17,,,,,,,,,,,,,,,,,,,,,,,
14 Inches,,,AU,LED-1366-768-14.0-(M6)-D3001,11.2,ounces,0.224,12,8,0.1,12 x 8 x 0.1 inches,,innolux,B00X45BQF6,,4-May-15,$65.68 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,GL310,4.1,ounces,0.082,2.8,0.9,5.2,2.8 x 0.9 x 5.2 inches,BLACK,"AVerMedia Technologies, Inc.",B00I0QZMPE,Taiwan,5-May-14,$99.00 ,GL-310,No,12 Volts,,2,DDR3 SDRAM,,,Corded Electric,,,,,,,,,,,,,,,,,,,,,,,,,,Windows 10 / 8.1 / 7 . MacOS 10.9 / 10.10 / 10.11 / 10.12 / 10.13,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6 Inches,,,ASUS,LED-1366-768-G-40-15.6-V100,11.2,ounces,0.224,17.5,10.5,1.5,17.5 x 10.5 x 1.5 inches,,Asus,B00PJ2TVPY,,17-Oct-14,$65.22 ,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
